disease,miRNA,disease_idx,miRNA_idx,label
Prostate Neoplasms,hsa-mir-200c,99,303,1
Retinal Vascular Disease,hsa-mir-200c,626,303,1
Sarcoma,hsa-mir-200c,365,303,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-200c,273,303,1
"Squamous Cell Carcinoma, Oral",hsa-mir-200c,276,303,1
"Squamous Cell Carcinoma, Sinonasal",hsa-mir-200c,774,303,1
Systemic Lupus Erythematosus,hsa-mir-200c,112,303,1
Thyroid Neoplasms,hsa-mir-200c,113,303,1
"Tuberculosis, Pulmonary",hsa-mir-200c,282,303,1
Urinary Bladder Cancer,hsa-mir-200c,114,303,1
Uterine Carcinosarcoma,hsa-mir-200c,749,303,1
Uterine Corpus Myxoid Leiomyosarcoma,hsa-mir-200c,819,303,1
Vascular Hypertrophy,hsa-mir-200c,115,303,1
Acute Kidney Failure,hsa-mir-204,118,307,1
Acute Myocardial Infarction,hsa-mir-204,3,307,1
"Adenocarcinoma, Endometrial",hsa-mir-204,474,307,1
"Adenocarcinoma, Lung",hsa-mir-204,121,307,1
Aortic Stenosis,hsa-mir-204,7,307,1
Aortic Valve Disease,hsa-mir-204,8,307,1
Aplastic Anemia,hsa-mir-204,129,307,1
Bladder Neoplasms,hsa-mir-204,14,307,1
Bladder Outlet Obstruction,hsa-mir-204,495,307,1
Breast Neoplasms,hsa-mir-204,15,307,1
"Carcinoma, Breast",hsa-mir-204,139,307,1
"Carcinoma, Endometrial",hsa-mir-204,352,307,1
"Carcinoma, Esophageal",hsa-mir-204,17,307,1
"Carcinoma, Gastric",hsa-mir-204,144,307,1
"Carcinoma, Hepatocellular",hsa-mir-204,18,307,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-204,20,307,1
"Carcinoma, Nasopharyngeal",hsa-mir-204,148,307,1
"Carcinoma, Ovarian",hsa-mir-204,150,307,1
"Carcinoma, Prostate",hsa-mir-204,153,307,1
"Carcinoma, Renal Cell",hsa-mir-204,21,307,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-204,155,307,1
"Carcinoma, Thyroid",hsa-mir-204,460,307,1
"Carcinoma, Thyroid, Papillary",hsa-mir-204,157,307,1
"Cardiomyopathy, Hypertrophic",hsa-mir-204,22,307,1
Cervical Neoplasms,hsa-mir-204,163,307,1
Choriocarcinoma,hsa-mir-204,27,307,1
Chronic Kidney Disease,hsa-mir-204,167,307,1
Coloboma,hsa-mir-204,524,307,1
Colon Neoplasms,hsa-mir-204,29,307,1
Colorectal Carcinoma,hsa-mir-204,30,307,1
Diabetes Mellitus,hsa-mir-204,34,307,1
Endometrial Neoplasms,hsa-mir-204,183,307,1
Gastric Neoplasms,hsa-mir-204,42,307,1
Glioma,hsa-mir-204,44,307,1
Head And Neck Neoplasms,hsa-mir-204,198,307,1
Heart Failure,hsa-mir-204,47,307,1
Hypertension,hsa-mir-204,51,307,1
Inflammation,hsa-mir-204,211,307,1
Intrahepatic Cholangiocarcinoma,hsa-mir-204,216,307,1
Ischemia-Reperfusion Injury,hsa-mir-204,218,307,1
Kidney Injury,hsa-mir-204,221,307,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-204,57,307,1
"Leukemia, Lymphoblastic, Acute, T-Cell",hsa-mir-204,224,307,1
"Leukemia, Myeloid, Acute",hsa-mir-204,60,307,1
Lymphoma,hsa-mir-204,71,307,1
"Lymphoma, B-Cell",hsa-mir-204,72,307,1
Melanoma,hsa-mir-204,76,307,1
Mesial Temporal Lobe Epilepsy,hsa-mir-204,241,307,1
Neoplasms,hsa-mir-204,85,307,1
Nervous System Diseases,hsa-mir-204,362,307,1
Neuroblastoma,hsa-mir-204,363,307,1
Obesity,hsa-mir-204,87,307,1
Osteoarthritis,hsa-mir-204,257,307,1
Osteosarcoma,hsa-mir-204,259,307,1
Pancreatic Adenocarcinoma,hsa-mir-204,261,307,1
Pancreatic Neoplasms,hsa-mir-204,89,307,1
Pituitary Adenoma,hsa-mir-204,616,307,1
Preeclampsia,hsa-mir-204,96,307,1
Prostate Neoplasms,hsa-mir-204,99,307,1
Pulmonary Hypertension,hsa-mir-204,268,307,1
Retinal Degeneration,hsa-mir-204,100,307,1
Retinoblastoma,hsa-mir-204,101,307,1
Rheumatoid Arthritis,hsa-mir-204,102,307,1
"Squamous Cell Carcinoma, Oral",hsa-mir-204,276,307,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-204,637,307,1
Thyroid Neoplasms,hsa-mir-204,113,307,1
"Tuberculosis, Pulmonary",hsa-mir-204,282,307,1
Uterine Corpus Endometrial Carcinoma,hsa-mir-204,470,307,1
Vascular Disease,hsa-mir-204,286,307,1
Acute Kidney Failure,hsa-mir-216a,118,324,1
Acute Pancreatitis,hsa-mir-216a,119,324,1
Atherosclerosis,hsa-mir-216a,11,324,1
"Carcinoma, Colon",hsa-mir-216a,142,324,1
"Carcinoma, Hepatocellular",hsa-mir-216a,18,324,1
"Carcinoma, Pancreatic",hsa-mir-216a,152,324,1
Cardiometabolic Disorders,hsa-mir-216a,376,324,1
Fatty Liver,hsa-mir-216a,303,324,1
Heart Failure,hsa-mir-216a,47,324,1
Intrahepatic Cholangiocarcinoma,hsa-mir-216a,216,324,1
Liver Neoplasms,hsa-mir-216a,229,324,1
Lung Neoplasms,hsa-mir-216a,69,324,1
Melanoma,hsa-mir-216a,76,324,1
Osteoporosis,hsa-mir-216a,258,324,1
Pancreatic Neoplasms,hsa-mir-216a,89,324,1
"Squamous Cell Carcinoma, Oral",hsa-mir-216a,276,324,1
Acute Kidney Failure,hsa-mir-216b,118,325,1
Acute Pancreatitis,hsa-mir-216b,119,325,1
"Adenocarcinoma, Gastric",hsa-mir-216b,372,325,1
Breast Neoplasms,hsa-mir-216b,15,325,1
"Carcinoma, Breast",hsa-mir-216b,139,325,1
"Carcinoma, Hepatocellular",hsa-mir-216b,18,325,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-216b,20,325,1
"Carcinoma, Nasopharyngeal",hsa-mir-216b,148,325,1
"Carcinoma, Renal Cell",hsa-mir-216b,21,325,1
Colorectal Carcinoma,hsa-mir-216b,30,325,1
Diabetic Vasculopathy,hsa-mir-216b,536,325,1
Fatty Liver,hsa-mir-216b,303,325,1
Heart Failure,hsa-mir-216b,47,325,1
Intrahepatic Cholangiocarcinoma,hsa-mir-216b,216,325,1
Lung Neoplasms,hsa-mir-216b,69,325,1
Nasopharyngeal Neoplasms,hsa-mir-216b,84,325,1
Pancreatic Neoplasms,hsa-mir-216b,89,325,1
Acute Kidney Failure,hsa-mir-217,118,326,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-217,122,326,1
"Carcinoma, Breast",hsa-mir-217,139,326,1
"Carcinoma, Breast, Triple Negative",hsa-mir-217,140,326,1
"Carcinoma, Colon",hsa-mir-217,142,326,1
"Carcinoma, Esophageal",hsa-mir-217,17,326,1
"Carcinoma, Hepatocellular",hsa-mir-217,18,326,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-217,155,326,1
Cardiac Myxoma,hsa-mir-217,659,326,1
Chronic Pancreatitis,hsa-mir-217,788,326,1
Colorectal Carcinoma,hsa-mir-217,30,326,1
Cytomegalovirus Retinitis,hsa-mir-217,758,326,1
"Cytotoxicity Tests, Immunologic",hsa-mir-217,433,326,1
"Diabetes Mellitus, Type 2",hsa-mir-217,36,326,1
Gastric Neoplasms,hsa-mir-217,42,326,1
Human Immunodeficiency Virus Infection,hsa-mir-217,50,326,1
Intrahepatic Cholangiocarcinoma,hsa-mir-217,216,326,1
Leiomyoma,hsa-mir-217,693,326,1
Leukemia,hsa-mir-217,55,326,1
Liver Cirrhosis,hsa-mir-217,226,326,1
Lung Neoplasms,hsa-mir-217,69,326,1
Melanoma,hsa-mir-217,76,326,1
Osteosarcoma,hsa-mir-217,259,326,1
Pancreatic Neoplasms,hsa-mir-217,89,326,1
Psoriasis,hsa-mir-217,267,326,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-217,109,326,1
Acute Kidney Failure,hsa-mir-34a,118,472,1
Acute Myocardial Infarction,hsa-mir-34a,3,472,1
Acute Pancreatitis,hsa-mir-34a,119,472,1
"Adenocarcinoma, Gastric",hsa-mir-34a,372,472,1
"Adenocarcinoma, Lung",hsa-mir-34a,121,472,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-34a,122,472,1
Adenovirus Infection,hsa-mir-34a,444,472,1
Alcoholic Hepatitis,hsa-mir-34a,476,472,1
Allergic Asthma,hsa-mir-34a,125,472,1
Alzheimer Disease,hsa-mir-34a,5,472,1
Anemia,hsa-mir-34a,481,472,1
Aortic Stenosis,hsa-mir-34a,7,472,1
Astrocytoma,hsa-mir-34a,446,472,1
Atherosclerosis,hsa-mir-34a,11,472,1
Autoimmune Diseases,hsa-mir-34a,290,472,1
Bipolar Disorder,hsa-mir-34a,494,472,1
Bladder Neoplasms,hsa-mir-34a,14,472,1
Bone Disease,hsa-mir-34a,498,472,1
Brain Disease,hsa-mir-34a,135,472,1
Brain Neoplasms,hsa-mir-34a,291,472,1
Breast Neoplasms,hsa-mir-34a,15,472,1
Bronchiolitis Obliterans Syndrome,hsa-mir-34a,502,472,1
Bronchopulmonary Dysplasia,hsa-mir-34a,136,472,1
"Carcinoma, Adrenocortical",hsa-mir-34a,16,472,1
"Carcinoma, Bladder",hsa-mir-34a,138,472,1
"Carcinoma, Breast",hsa-mir-34a,139,472,1
"Carcinoma, Breast, Triple Negative",hsa-mir-34a,140,472,1
"Carcinoma, Cervical",hsa-mir-34a,141,472,1
"Carcinoma, Colon",hsa-mir-34a,142,472,1
"Carcinoma, Embryonal",hsa-mir-34a,292,472,1
"Carcinoma, Endometrial",hsa-mir-34a,352,472,1
"Carcinoma, Esophageal",hsa-mir-34a,17,472,1
"Carcinoma, Gastric",hsa-mir-34a,144,472,1
"Carcinoma, Hepatocellular",hsa-mir-34a,18,472,1
"Carcinoma, Laryngeal",hsa-mir-34a,432,472,1
"Carcinoma, Lung",hsa-mir-34a,146,472,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-34a,20,472,1
"Carcinoma, Lung, Small-Cell",hsa-mir-34a,147,472,1
"Carcinoma, Merkel Cell",hsa-mir-34a,506,472,1
"Carcinoma, Nasopharyngeal",hsa-mir-34a,148,472,1
"Carcinoma, Oral",hsa-mir-34a,149,472,1
"Carcinoma, Rectal",hsa-mir-34a,154,472,1
"Carcinoma, Renal Cell",hsa-mir-34a,21,472,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-34a,155,472,1
"Carcinoma, Skin",hsa-mir-34a,448,472,1
"Carcinoma, Thyroid, Papillary",hsa-mir-34a,157,472,1
Cardiomegaly,hsa-mir-34a,294,472,1
"Cardiomyopathy, Hypertrophic",hsa-mir-34a,22,472,1
Cardiotoxicity,hsa-mir-34a,755,472,1
Cardiovascular Diseases,hsa-mir-34a,23,472,1
Cataract,hsa-mir-34a,378,472,1
Cervical Neoplasms,hsa-mir-34a,163,472,1
Cholangiocarcinoma,hsa-mir-34a,26,472,1
Chordoma,hsa-mir-34a,463,472,1
Choriocarcinoma,hsa-mir-34a,27,472,1
Chronic Inflammation,hsa-mir-34a,522,472,1
Chronic Obstructive Pulmonary Disease,hsa-mir-34a,168,472,1
Chronic Pancreatitis,hsa-mir-34a,788,472,1
Colon Neoplasms,hsa-mir-34a,29,472,1
Colorectal Adenocarcinoma,hsa-mir-34a,170,472,1
Colorectal Carcinoma,hsa-mir-34a,30,472,1
Complex Regional Pain Syndrome,hsa-mir-34a,666,472,1
Congenital Heart Diseases,hsa-mir-34a,380,472,1
Coronary Artery Disease,hsa-mir-34a,31,472,1
Dementia,hsa-mir-34a,174,472,1
Diabetes Mellitus,hsa-mir-34a,34,472,1
"Diabetes Mellitus, Type 1",hsa-mir-34a,35,472,1
"Diabetes Mellitus, Type 2",hsa-mir-34a,36,472,1
Diabetic Nephropathy,hsa-mir-34a,176,472,1
Diabetic Retinopathy,hsa-mir-34a,300,472,1
Disease of Metabolism,hsa-mir-34a,539,472,1
Epilepsy,hsa-mir-34a,185,472,1
Esophageal Neoplasms,hsa-mir-34a,186,472,1
Ewing Sarcoma,hsa-mir-34a,188,472,1
"Fatty Liver, Alcoholic",hsa-mir-34a,304,472,1
"Fatty Liver, Non-Alcoholic",hsa-mir-34a,41,472,1
Gastric Neoplasms,hsa-mir-34a,42,472,1
Gastrointestinal Stromal Tumor,hsa-mir-34a,435,472,1
Glioblastoma,hsa-mir-34a,43,472,1
Glioma,hsa-mir-34a,44,472,1
Head And Neck Neoplasms,hsa-mir-34a,198,472,1
Hearing Loss,hsa-mir-34a,306,472,1
Heart Diseases,hsa-mir-34a,358,472,1
Heart Failure,hsa-mir-34a,47,472,1
Hepatitis C Virus Infection,hsa-mir-34a,49,472,1
Hepatoblastoma,hsa-mir-34a,202,472,1
Holt-Oram Syndrome,hsa-mir-34a,566,472,1
Human Immunodeficiency Virus Infection,hsa-mir-34a,50,472,1
Human Papilloma Virus Infection,hsa-mir-34a,328,472,1
Huntington Disease,hsa-mir-34a,205,472,1
Hypertension,hsa-mir-34a,51,472,1
Hypoxia,hsa-mir-34a,453,472,1
Inflammation,hsa-mir-34a,211,472,1
Influenza,hsa-mir-34a,212,472,1
Ischemia-Reperfusion Injury,hsa-mir-34a,218,472,1
Ischemic Heart Disease,hsa-mir-34a,219,472,1
Kidney Neoplasms,hsa-mir-34a,222,472,1
Laryngeal Neoplasms,hsa-mir-34a,456,472,1
Leukemia,hsa-mir-34a,55,472,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-34a,57,472,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-34a,59,472,1
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",hsa-mir-34a,582,472,1
"Leukemia, Myeloid, Acute",hsa-mir-34a,60,472,1
"Leukemia, Myeloid, Chronic",hsa-mir-34a,62,472,1
"Leukemia, Promyelocytic, Acute",hsa-mir-34a,64,472,1
"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",hsa-mir-34a,67,472,1
Liver Cirrhosis,hsa-mir-34a,226,472,1
Liver Diseases,hsa-mir-34a,227,472,1
Liver Fibrosis,hsa-mir-34a,361,472,1
Liver Neoplasms,hsa-mir-34a,229,472,1
Lung Fibrosis,hsa-mir-34a,68,472,1
Lung Neoplasms,hsa-mir-34a,69,472,1
"Lymphoma, B-Cell",hsa-mir-34a,72,472,1
"Lymphoma, Large B-Cell, Diffuse",hsa-mir-34a,234,472,1
Malignant Neoplasms,hsa-mir-34a,341,472,1
Medulloblastoma,hsa-mir-34a,314,472,1
Melanoma,hsa-mir-34a,76,472,1
Metabolic Syndrome,hsa-mir-34a,242,472,1
Multiple Myeloma,hsa-mir-34a,79,472,1
Muscle Atrophy,hsa-mir-34a,244,472,1
"Muscular Dystrophy, Facioscapulohumeral",hsa-mir-34a,591,472,1
Myelodysplastic Syndromes,hsa-mir-34a,82,472,1
Myelofibrosis,hsa-mir-34a,592,472,1
Myocardial Infarction,hsa-mir-34a,83,472,1
Myotonic Muscular Dystrophy,hsa-mir-34a,348,472,1
Neoplasms,hsa-mir-34a,85,472,1
Neuroblastoma,hsa-mir-34a,363,472,1
Obesity,hsa-mir-34a,87,472,1
Oral Neoplasms,hsa-mir-34a,256,472,1
Osteoarthritis,hsa-mir-34a,257,472,1
Osteonecrosis,hsa-mir-34a,839,472,1
Osteosarcoma,hsa-mir-34a,259,472,1
Ovarian Neoplasms,hsa-mir-34a,88,472,1
Pain,hsa-mir-34a,604,472,1
Pancreatic Adenocarcinoma,hsa-mir-34a,261,472,1
Pancreatic Neoplasms,hsa-mir-34a,89,472,1
Parkinson Disease,hsa-mir-34a,90,472,1
Penis Carcinoma,hsa-mir-34a,805,472,1
Peritoneal Fibrosis,hsa-mir-34a,741,472,1
Pleural Mesothelioma,hsa-mir-34a,343,472,1
Preeclampsia,hsa-mir-34a,96,472,1
Prostate Neoplasms,hsa-mir-34a,99,472,1
Retinoblastoma,hsa-mir-34a,101,472,1
Rheumatoid Arthritis,hsa-mir-34a,102,472,1
Salivary Gland Neoplasms,hsa-mir-34a,629,472,1
Sarcoma,hsa-mir-34a,365,472,1
Schizophrenia,hsa-mir-34a,103,472,1
Sensorineural Hearing Loss,hsa-mir-34a,406,472,1
Sepsis,hsa-mir-34a,104,472,1
Sickle Cell Anemia,hsa-mir-34a,718,472,1
Somatotropinoma,hsa-mir-34a,719,472,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-34a,109,472,1
"Squamous Cell Carcinoma, Head and Neck",hsa-mir-34a,273,472,1
"Squamous Cell Carcinoma, Laryngeal or Hypopharyngeal",hsa-mir-34a,274,472,1
"Squamous Cell Carcinoma, Oral",hsa-mir-34a,276,472,1
"Squamous Cell Carcinoma, Sinonasal",hsa-mir-34a,774,472,1
"Squamous Cell Carcinoma, Skin or Unspecific",hsa-mir-34a,637,472,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-34a,429,472,1
"Stroke, Ischemic",hsa-mir-34a,111,472,1
Systemic Lupus Erythematosus,hsa-mir-34a,112,472,1
Toxic Encephalopathy,hsa-mir-34a,646,472,1
Transitional Cell Carcinoma,hsa-mir-34a,279,472,1
Urinary Bladder Cancer,hsa-mir-34a,114,472,1
Uveal Melanoma,hsa-mir-34a,285,472,1
Vascular Disease,hsa-mir-34a,286,472,1
Vasculitis,hsa-mir-34a,287,472,1
Acute Kidney Failure,hsa-mir-449a,118,627,1
"Adenocarcinoma, Endometrial",hsa-mir-449a,474,627,1
"Adenocarcinoma, Gastric",hsa-mir-449a,372,627,1
"Adenocarcinoma, Lung",hsa-mir-449a,121,627,1
Bipolar Disorder,hsa-mir-449a,494,627,1
Bladder Neoplasms,hsa-mir-449a,14,627,1
Breast Neoplasms,hsa-mir-449a,15,627,1
"Carcinoma, Adrenocortical",hsa-mir-449a,16,627,1
"Carcinoma, Breast",hsa-mir-449a,139,627,1
"Carcinoma, Endometrial",hsa-mir-449a,352,627,1
"Carcinoma, Gastric",hsa-mir-449a,144,627,1
"Carcinoma, Hepatocellular",hsa-mir-449a,18,627,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-449a,20,627,1
Celiac Disease,hsa-mir-449a,161,627,1
Colon Neoplasms,hsa-mir-449a,29,627,1
Gastric Neoplasms,hsa-mir-449a,42,627,1
Glioblastoma,hsa-mir-449a,43,627,1
Glioma,hsa-mir-449a,44,627,1
Hepatitis B Virus Infection,hsa-mir-449a,201,627,1
Hepatitis C Virus Infection,hsa-mir-449a,49,627,1
Infertility,hsa-mir-449a,571,627,1
Liver Neoplasms,hsa-mir-449a,229,627,1
Lung Fibrosis,hsa-mir-449a,68,627,1
Lung Neoplasms,hsa-mir-449a,69,627,1
Neoplasms,hsa-mir-449a,85,627,1
Osteosarcoma,hsa-mir-449a,259,627,1
Ovarian Neoplasms,hsa-mir-449a,88,627,1
Prostate Neoplasms,hsa-mir-449a,99,627,1
Retinoblastoma,hsa-mir-449a,101,627,1
Salivary Gland Neoplasms,hsa-mir-449a,629,627,1
Schizophrenia,hsa-mir-449a,103,627,1
Sertoli Cell-Only Syndrome,hsa-mir-449a,811,627,1
Urinary Bladder Cancer,hsa-mir-449a,114,627,1
Acute Kidney Failure,hsa-mir-494,118,703,1
"Adenocarcinoma, Lung",hsa-mir-494,121,703,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-494,122,703,1
Atherosclerosis,hsa-mir-494,11,703,1
Breast Neoplasms,hsa-mir-494,15,703,1
"Carcinoma, Breast",hsa-mir-494,139,703,1
"Carcinoma, Cervical",hsa-mir-494,141,703,1
"Carcinoma, Colon",hsa-mir-494,142,703,1
"Carcinoma, Gastric",hsa-mir-494,144,703,1
"Carcinoma, Hepatocellular",hsa-mir-494,18,703,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-494,20,703,1
"Carcinoma, Nasopharyngeal",hsa-mir-494,148,703,1
"Carcinoma, Ovarian",hsa-mir-494,150,703,1
Childhood Leukemia,hsa-mir-494,516,703,1
Cholangiocarcinoma,hsa-mir-494,26,703,1
Chondrosarcoma,hsa-mir-494,354,703,1
Chronic Brucellosis,hsa-mir-494,787,703,1
Diabetes Mellitus,hsa-mir-494,34,703,1
Gastric Neoplasms,hsa-mir-494,42,703,1
Gastrointestinal Neoplasms,hsa-mir-494,193,703,1
Glioblastoma,hsa-mir-494,43,703,1
Glioma,hsa-mir-494,44,703,1
Heart Failure,hsa-mir-494,47,703,1
Hepatic Ischemia-Reperfusion Injury,hsa-mir-494,685,703,1
Intervertebral Disc Degeneration,hsa-mir-494,427,703,1
Ischemia,hsa-mir-494,340,703,1
Ischemia-Reperfusion Injury,hsa-mir-494,218,703,1
Ischemic Diseases,hsa-mir-494,310,703,1
Kidney Injury,hsa-mir-494,221,703,1
"Leukemia, Myeloid, Acute",hsa-mir-494,60,703,1
Lung Neoplasms,hsa-mir-494,69,703,1
Lupus Vulgaris,hsa-mir-494,70,703,1
Lymphoma,hsa-mir-494,71,703,1
"Lymphoma, Hodgkin",hsa-mir-494,73,703,1
Machado-Joseph Disease,hsa-mir-494,237,703,1
Medulloblastoma,hsa-mir-494,314,703,1
Multiple Sclerosis,hsa-mir-494,80,703,1
Muscle Diseases,hsa-mir-494,245,703,1
Neoplasms,hsa-mir-494,85,703,1
Oral Neoplasms,hsa-mir-494,256,703,1
Ovarian Neoplasms,hsa-mir-494,88,703,1
Pancreatic Neoplasms,hsa-mir-494,89,703,1
Preeclampsia,hsa-mir-494,96,703,1
Prion Diseases,hsa-mir-494,320,703,1
Prostate Neoplasms,hsa-mir-494,99,703,1
Retinoblastoma,hsa-mir-494,101,703,1
Spinal Cord Injuries,hsa-mir-494,106,703,1
Squamous Cell Carcinoma,hsa-mir-494,369,703,1
"Squamous Cell Carcinoma, Esophageal",hsa-mir-494,109,703,1
"Squamous Cell Carcinoma, Oral",hsa-mir-494,276,703,1
"Squamous Cell Carcinoma, Tongue",hsa-mir-494,429,703,1
Systemic Lupus Erythematosus,hsa-mir-494,112,703,1
Urinary Bladder Cancer,hsa-mir-494,114,703,1
Waldenstrom Macroglobulinemia,hsa-mir-494,329,703,1
Acute Liver Failure,hsa-mir-221,778,335,1
Acute Myocardial Infarction,hsa-mir-221,3,335,1
"Adenocarcinoma, Esophageal",hsa-mir-221,351,335,1
"Adenocarcinoma, Pancreatic Ductal",hsa-mir-221,122,335,1
"Adenocarcinoma, Prostate",hsa-mir-221,475,335,1
Alcoholic Cardiomyopathy,hsa-mir-221,751,335,1
Allergic Asthma,hsa-mir-221,125,335,1
Alopecia,hsa-mir-221,478,335,1
Alveolar Rhabdomyosarcoma,hsa-mir-221,479,335,1
Asthma,hsa-mir-221,10,335,1
Astrocytoma,hsa-mir-221,446,335,1
Atherosclerosis,hsa-mir-221,11,335,1
Autism Spectrum Disorder,hsa-mir-221,12,335,1
Bladder Neoplasms,hsa-mir-221,14,335,1
Bladder Outlet Obstruction,hsa-mir-221,495,335,1
Bone Disease,hsa-mir-221,498,335,1
Brain Neoplasms,hsa-mir-221,291,335,1
Breast Neoplasms,hsa-mir-221,15,335,1
"Carcinoma, Bladder",hsa-mir-221,138,335,1
"Carcinoma, Breast",hsa-mir-221,139,335,1
"Carcinoma, Breast, Triple Negative",hsa-mir-221,140,335,1
"Carcinoma, Colon",hsa-mir-221,142,335,1
"Carcinoma, Esophageal",hsa-mir-221,17,335,1
"Carcinoma, Gastric",hsa-mir-221,144,335,1
"Carcinoma, Hepatocellular",hsa-mir-221,18,335,1
"Carcinoma, Hepatocellular, HBV-Related",hsa-mir-221,19,335,1
"Carcinoma, Lung, Non-Small-Cell",hsa-mir-221,20,335,1
"Carcinoma, Prostate",hsa-mir-221,153,335,1
"Carcinoma, Rectal",hsa-mir-221,154,335,1
"Carcinoma, Renal Cell",hsa-mir-221,21,335,1
"Carcinoma, Renal Cell, Clear-Cell",hsa-mir-221,155,335,1
"Carcinoma, Thyroid",hsa-mir-221,460,335,1
"Carcinoma, Thyroid, Follicular",hsa-mir-221,156,335,1
"Carcinoma, Thyroid, Papillary",hsa-mir-221,157,335,1
Cardiomegaly,hsa-mir-221,294,335,1
Cardiovascular Diseases,hsa-mir-221,23,335,1
Carotid Artery Diseases,hsa-mir-221,24,335,1
Carotid Atherosclerosis,hsa-mir-221,377,335,1
Central Nervous System Embryonal Tumor,hsa-mir-221,334,335,1
Cholangiocarcinoma,hsa-mir-221,26,335,1
Cholesteatoma,hsa-mir-221,297,335,1
Choriocarcinoma,hsa-mir-221,27,335,1
Chronic Heart Failure,hsa-mir-221,422,335,1
Colon Neoplasms,hsa-mir-221,29,335,1
Colorectal Carcinoma,hsa-mir-221,30,335,1
Coronary Artery Disease,hsa-mir-221,31,335,1
Coronary Atherosclerosis,hsa-mir-221,171,335,1
Diabetes Mellitus,hsa-mir-221,34,335,1
"Diabetes Mellitus, Type 2",hsa-mir-221,36,335,1
Endocrine Gland Neoplasms,hsa-mir-221,759,335,1
Endometriosis,hsa-mir-221,38,335,1
Epilepsy,hsa-mir-221,185,335,1
Epstein-Barr Virus Infection,hsa-mir-221,549,335,1
Essential Thrombocythemia,hsa-mir-221,678,335,1
Gastric Neoplasms,hsa-mir-221,42,335,1
Gastrointestinal Neoplasms,hsa-mir-221,193,335,1
Gastrointestinal Stromal Tumor,hsa-mir-221,435,335,1
Glioblastoma,hsa-mir-221,43,335,1
Glioma,hsa-mir-221,44,335,1
Head And Neck Neoplasms,hsa-mir-221,198,335,1
Heart Failure,hsa-mir-221,47,335,1
Hematologic Neoplasms,hsa-mir-221,200,335,1
Hepatitis B Virus Infection,hsa-mir-221,201,335,1
Hepatitis C Virus Infection,hsa-mir-221,49,335,1
Hepatitis E Virus Infection,hsa-mir-221,565,335,1
Hepatoblastoma,hsa-mir-221,202,335,1
Human Immunodeficiency Virus Infection,hsa-mir-221,50,335,1
Hyperglycemia,hsa-mir-221,388,335,1
Hypertension,hsa-mir-221,51,335,1
Hypertrophy,hsa-mir-221,52,335,1
Infection,hsa-mir-221,426,335,1
Inflammation,hsa-mir-221,211,335,1
Intrahepatic Cholangiocarcinoma,hsa-mir-221,216,335,1
Ischemia-Reperfusion Injury,hsa-mir-221,218,335,1
Ischemic Diseases,hsa-mir-221,310,335,1
Kaposi Sarcoma,hsa-mir-221,391,335,1
Laryngeal Neoplasms,hsa-mir-221,456,335,1
Leukemia,hsa-mir-221,55,335,1
"Leukemia, Lymphoblastic",hsa-mir-221,56,335,1
"Leukemia, Lymphoblastic, Acute",hsa-mir-221,57,335,1
"Leukemia, Lymphoblastic, Acute, B-Cell",hsa-mir-221,581,335,1
"Leukemia, Lymphocytic, Chronic, B-Cell",hsa-mir-221,59,335,1
"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",hsa-mir-221,582,335,1
"Leukemia, Myeloid, Acute",hsa-mir-221,60,335,1
"Leukemia, Myeloid, Chronic",hsa-mir-221,62,335,1
"Leukemia-Lymphoma, Precursor T-Cell Lymphoblastic",hsa-mir-221,67,335,1
Liver Cirrhosis,hsa-mir-221,226,335,1
Liver Failure,hsa-mir-221,439,335,1
Liver Injury,hsa-mir-221,228,335,1
Liver Neoplasms,hsa-mir-221,229,335,1
Lung Fibrosis,hsa-mir-221,68,335,1
Lung Neoplasms,hsa-mir-221,69,335,1
Lymphoma,hsa-mir-221,71,335,1
"Lymphoma, Large B-Cell, Diffuse",hsa-mir-221,234,335,1
"Lymphoma, Primary Effusion",hsa-mir-221,765,335,1
Malignant Neoplasms,hsa-mir-221,341,335,1
Marek Disease,hsa-mir-221,75,335,1
Medulloblastoma,hsa-mir-221,314,335,1
Melanoma,hsa-mir-221,76,335,1
